id,title,claim,Type,url,domain,true/false,published_paper_urls,published_paper_title,published_paper_abstract,prompts,selected_sentence_list
888,"A four-page, yet to be peer-reviewed paper is not proof that COVID-19 vaccines cause 93% of deaths that occur after inoculation",COVID-19 vaccines cause 93% of deaths that occur after inoculation,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-vaccines/fact-check-a-four-page-yet-to-be-peer-reviewed-paper-is-not-proof-that-covid-19-vaccines-cause-93-of-deaths-that-occur-after-inoculation-idUSL1N2TN1PP,Health,False,https://stevekirsch.substack.com/p/bhakdiburkhardt-pathology-results,Bhakdi/Burkhardt pathology results show 93% of people who died after being vaccinated were killed by the vaccine,"The vaccines are bad news. Fifteen bodies were examined (all died from 7 days to 6 months after vaccination; ages 28 to 95). The coroner or the public prosecutor didn't associate the vaccine as the cause of death in any of the cases. However, further examination revealed that the vaccine was implicated in the deaths of 14 of the 15 cases. The most attacked organ was the heart (in all of the people who died), but other organs were attacked as well. The implications are potentially enormous resulting in millions of deaths. The vaccines should be immediately halted.","Claim: COVID-19 vaccines cause 93% of deaths that occur after inoculation
Abstract:
0. The vaccines are bad news.
1. Fifteen bodies were examined (all died from 7 days to 6 months after vaccination; ages 28 to 95).
2. The coroner or the public prosecutor didn’t associate the vaccine as the cause of death in any of the cases.
3. However, further examination revealed that the vaccine was implicated in the deaths of 14 of the 15 cases.
4. The most attacked organ was the heart (in all of the people who died), but other organs were attacked as well.
5. The implications are potentially enormous resulting in millions of deaths.
6. The vaccines should be immediately halted.
",[2]
919,CDC did not 'admit' COVID-19 can only be caught once,COVID-19 can only be caught once,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-reinfection/fact-check-cdc-did-not-admit-covid-19-can-only-be-caught-once-idUSL1N2TC0PH,Health,False,https://www.sciencedirect.com/science/article/pii/S1876034121000320,Reactivation of SARS-CoV-2 infection following recovery from COVID-19,"Many individuals test positive for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA after recovering from the coronavirus disease (COVID-19), but the incidence of reactivation is unknown. We, therefore, estimated the incidence of reactivation among individuals who had recovered from COVID-19 and determined its predictors. In this retrospective cohort study, patients with COVID-19 were followed up for at least 14 days after two consecutive negative SARS-CoV-2 polymerase chain reaction test results obtained ?24?h apart, and the frequency of SARS-CoV-2 reactivation was assessed. Of the 109 patients, 29 (27%) experienced reactivation, and seven (24%) of these were symptomatic. The mean period for the real-time PCR tests for SARS-CoV-2 from negative to positive results was 17 days. Compared with patients without reactivation, those with reactivation were significantly younger and more likely to have a lymphocyte count of <1500/?L (odds ratio [OR]: 0.34, 95% confidence interval [CI]: 0.12-0.94) and two or fewer symptoms (OR: 0.20, 95% CI: 0.07-0.55) during the initial episode. Risk-stratified surveillance should be conducted among patients who have recovered from COVID-19.","Claim: COVID-19 can only be caught once
Abstract:
0. Many individuals test positive for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA after recovering from the coronavirus disease (COVID-19), but the incidence of reactivation is unknown.
1. We, therefore, estimated the incidence of reactivation among individuals who had recovered from COVID-19 and determined its predictors.
2. In this retrospective cohort study, patients with COVID-19 were followed up for at least 14 days after two consecutive negative SARS-CoV-2 polymerase chain reaction test results obtained ≥24 h apart, and the frequency of SARS-CoV-2 reactivation was assessed.
3. Of the 109 patients, 29 (27%) experienced reactivation, and seven (24%) of these were symptomatic.
4. The mean period for the real-time PCR tests for SARS-CoV-2 from negative to positive results was 17 days.
5. Compared with patients without reactivation, those with reactivation were significantly younger and more likely to have a lymphocyte count of <1500/μL (odds ratio [OR]: 0.34, 95% confidence interval [CI]: 0.12–0.94) and two or fewer symptoms (OR: 0.20, 95% CI: 0.07–0.55) during the initial episode.
6. Risk-stratified surveillance should be conducted among patients who have recovered from COVID-19.
","[0, 1, 2, 3, 4, 5, 6]"
951,No evidence that COVID-19 vaccines affect male fertility,Evidence shows that COVID-19 vaccines affect male fertility.,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-fertility/fact-check-no-evidence-that-covid-19-vaccines-affect-male-fertility-idUSL1N2T01TQ,Health,False,https://jamanetwork.com/journals/jama/fullarticle/2781360,Sperm Parameters Before and After COVID-19 mRNA Vaccination,"In this study of sperm parameters before and after 2 doses of a COVID-19 mRNA vaccine, there were no significant decreases in any sperm parameter among this small cohort of healthy men. Because the vaccines contain mRNA and not the live virus, it is unlikely that the vaccine would affect sperm parameters. While these results showed statistically significant increases in all sperm parameters, the magnitude of change is within normal individual variation and may be influenced by regression to the mean.5 Additionally, the increase may be due to the increased abstinence time before the second sample. Men with oligospermia did not experience further decline.The limitations of the study include the small number of men enrolled; limited generalizability beyond young, healthy men; short follow-up; and lack of a control group. In addition, while semen analysis is the foundation of male fertility evaluation, it is an imperfect predictor of fertility potential. Despite this, the study's time frame encompasses the full life cycle of sperm.","Claim: Evidence shows that COVID-19 vaccines affect male fertility.
Abstract:
0. In this study of sperm parameters before and after 2 doses of a COVID-19 mRNA vaccine, there were no significant decreases in any sperm parameter among this small cohort of healthy men.
1. Because the vaccines contain mRNA and not the live virus, it is unlikely that the vaccine would affect sperm parameters.
2. While these results showed statistically significant increases in all sperm parameters, the magnitude of change is within normal individual variation and may be influenced by regression to the mean.5 Additionally, the increase may be due to the increased abstinence time before the second sample.
3. Men with oligospermia did not experience further decline.The limitations of the study include the small number of men enrolled; limited generalizability beyond young, healthy men; short follow-up; and lack of a control group.
4. In addition, while semen analysis is the foundation of male fertility evaluation, it is an imperfect predictor of fertility potential.
5. Despite this, the study’s time frame encompasses the full life cycle of sperm.
",[]
1061,What do we know about COVID-19 vaccines and transmission?,"Vaccines help reduce transmission by preventing infection in the first place, as well as reducing how infectious a person becomes once infected.",Claim,https://www.reuters.com/article/idUSL1N2SA1FZ/,Health,True,https://www.bmj.com/content/374/bmj.n1920,"Covid-19: Pfizer vaccine's efficacy declined from 96% to 84% four months after second dose, company reports","The Pfizer-BioNTech vaccine's efficacy against SARS-CoV-2 peaked at 96.2% at seven days to two months after the second dose and then declined to 83.7% at four months, a preprint from Pfizer has reported. The preprint, which contains the latest data from the original clinical trial, found an average decline in vaccine efficacy of 6% every two months. Researchers have said that trials to evaluate the efficacy of booster trials after a longer interval are under way. A booster vaccine in England is expected to be rolled out to the people most vulnerable to covid-19 from September. Around 44?000 people aged over 16 were recruited to the clinical trials from July to October 2020, including participants from the US, Argentina, Brazil, South Africa, Germany, and Turkey. Of these, half were given the Pfizer vaccine and half were given the placebo, a saline solution. The study also included around 2200 participants aged 12 to 15 at 29 US sites, recruited from October 2020 to January 2021, who were also randomly allocated 1:1 to receive the vaccine or placebo. The preprint said that from seven days after the second dose 86-100% efficacy was observed across diverse demographic profiles, including age, sex, race/ethnicity, and factors increasing the risk from covid-19, such as high body mass index and other comorbidities. The vaccine was reported as highly efficacious in various geographical regions including North America, Europe, South Africa, and Latin America.","Claim: Vaccines help reduce transmission by preventing infection in the first place, as well as reducing how infectious a person becomes once infected.
Abstract:
0. The Pfizer-BioNTech vaccine’s efficacy against SARS-CoV-2 peaked at 96.2% at seven days to two months after the second dose and then declined to 83.7% at four months, a preprint from Pfizer has reported.
1. The preprint, which contains the latest data from the original clinical trial, found an average decline in vaccine efficacy of 6% every two months.
2. Researchers have said that trials to evaluate the efficacy of booster trials after a longer interval are under way.
3. A booster vaccine in England is expected to be rolled out to the people most vulnerable to covid-19 from September.
4. Around 44 000 people aged over 16 were recruited to the clinical trials from July to October 2020, including participants from the US, Argentina, Brazil, South Africa, Germany, and Turkey.
5. Of these, half were given the Pfizer vaccine and half were given the placebo, a saline solution.
6. The study also included around 2200 participants aged 12 to 15 at 29 US sites, recruited from October 2020 to January 2021, who were also randomly allocated 1:1 to receive the vaccine or placebo.
7. The preprint said that from seven days after the second dose 86-100% efficacy was observed across diverse demographic profiles, including age, sex, race/ethnicity, and factors increasing the risk from covid-19, such as high body mass index and other comorbidities.
8. The vaccine was reported as highly efficacious in various geographical regions including North America, Europe, South Africa, and Latin America.
","[0, 1, 2, 7, 8]"
1073,Most cases of myocarditis after COVID-19 vaccines are not irreversible,"Most cases of myocarditis, a heart disease, after COVID-19 vaccines are irreversible.",Claim,https://www.reuters.com/news/article/factcheck-myocarditis-covid19-vaccine/fact-check-most-cases-of-myocarditis-after-covid-19-vaccines-are-not-irreversible-idUSL1N2S924L,Health,False,https://jamanetwork.com/journals/jamacardiology/fullarticle/2781601,Myocarditis Following Immunization With mRNA COVID-19 Vaccines in Members of the US Military,"We report a case series of probable hypersensitivity myocarditis with consistent temporal association to receipt of an mRNA COVID-19 vaccine. While the true incidence of this adverse event is unknown at this time, the presentation pattern and clinical course suggest an association with an inflammatory response to vaccination. Increased attention to myocarditis as a potential adverse event following immunization is warranted. Recognition of the substantial morbidity associated with COVID-19 infection, including risk of cardiac injury, and the strong effectiveness of immunization in preventing infection provide important context for this topic. Concerns about rare adverse events following immunization should not diminish overall confidence in the value of vaccination.","Claim: Most cases of myocarditis, a heart disease, after COVID-19 vaccines are irreversible.
Abstract:
0. We report a case series of probable hypersensitivity myocarditis with consistent temporal association to receipt of an mRNA COVID-19 vaccine.
1. While the true incidence of this adverse event is unknown at this time, the presentation pattern and clinical course suggest an association with an inflammatory response to vaccination.
2. Increased attention to myocarditis as a potential adverse event following immunization is warranted.
3. Recognition of the substantial morbidity associated with COVID-19 infection, including risk of cardiac injury, and the strong effectiveness of immunization in preventing infection provide important context for this topic.
4. Concerns about rare adverse events following immunization should not diminish overall confidence in the value of vaccination.
","[0, 1, 2, 3, 4]"
1081,"Long COVID' is not fake, quoted French study did not say it does not exist",Long COVID' is fake.,Claim,https://www.reuters.com/news/article/factcheck-long-covid/fact-check-long-covid-is-not-fake-quoted-french-study-did-not-say-it-does-not-exist-idUSL1N2S728P,Health,False,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2785832,Association of Self-reported COVID-19 Infection and SARS-CoV-2 Serology Test Results With Persistent Physical Symptoms Among French Adults During the COVID-19 Pandemic,"The results of this cross-sectional analysis of a large, population-based French cohort suggest that physical symptoms persisting 10 to 12 months after the COVID-19 pandemic first wave may be associated more with the belief in having experienced COVID-19 infection than with actually being infected with the SARS-CoV-2 virus. Although our study cannot determine the direction of the association between belief and symptoms, our results suggest that further research regarding persistent physical symptoms after COVID-19 infection should also consider mechanisms that may not be specific to the SARS-CoV-2 virus. From a clinical perspective, patients in this situation should be offered a medical evaluation to prevent their symptoms being erroneously attributed to COVID-19 infection and to identify cognitive and behavioral mechanisms that may be targeted to relieve the symptoms.","Claim: Long COVID' is fake.
Abstract:
0. The results of this cross-sectional analysis of a large, population-based French cohort suggest that physical symptoms persisting 10 to 12 months after the COVID-19 pandemic first wave may be associated more with the belief in having experienced COVID-19 infection than with actually being infected with the SARS-CoV-2 virus.
1. Although our study cannot determine the direction of the association between belief and symptoms, our results suggest that further research regarding persistent physical symptoms after COVID-19 infection should also consider mechanisms that may not be specific to the SARS-CoV-2 virus.
2. From a clinical perspective, patients in this situation should be offered a medical evaluation to prevent their symptoms being erroneously attributed to COVID-19 infection and to identify cognitive and behavioral mechanisms that may be targeted to relieve the symptoms.
",[]
1082,2019 study on increases in maternal heat exposure and climate change is unrelated to COVID-19 vaccines,The increases in maternal heat exposure and climate change is related to COVID-19 vaccines.,Claim,https://www.reuters.com/news/article/factcheck-climate-covid/fact-check-2019-study-on-increases-in-maternal-heat-exposure-and-climate-change-is-unrelated-to-covid-19-vaccines-idUSL1N2S728G,Health,False,https://www.eurekalert.org/news-releases/616167,Climate change may increase congenital heart defects,"Rising temperatures stemming from global climate change may increase the number of infants born with congenital heart defects (CHD) in the United States over the next two decades and may result in as many as 7,000 additional cases over an 11 year-period in eight representative states (Arkansas, Texas, California, Iowa, North Caroline, Georgia, New York and Utah), according to new research in the Journal of the American Heart Association, the Open Access Journal of the American Heart Association/American Stroke Association.","Claim: The increases in maternal heat exposure and climate change is related to COVID-19 vaccines.
Abstract:
0. Rising temperatures stemming from global climate change may increase the number of infants born with congenital heart defects (CHD) in the United States over the next two decades and may result in as many as 7,000 additional cases over an 11 year-period in eight representative states (Arkansas, Texas, California, Iowa, North Caroline, Georgia, New York and Utah), according to new research in the Journal of the American Heart Association, the Open Access Journal of the American Heart Association/American Stroke Association.
",[0]
1226,No evidence aspirin is 'being attacked' because 'it's proven' to treat COVID-19,No evidence aspirin is 'being attacked' because 'it's proven' to treat COVID-19,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-aspirin/fact-check-no-evidence-aspirin-is-being-attacked-because-its-proven-to-treat-covid-19-idUSL1N2RE1CG,Health,True,https://febs.onlinelibrary.wiley.com/doi/10.1111/febs.15784,The use of aspirin for primary prevention of cardiovascular disease is associated with a lower likelihood of COVID-19 infection,"Acetylsalicylic acid (aspirin) is commonly used for primary and secondary prevention of cardiovascular diseases. Aspirin use is associated with better outcomes among COVID-19 positive patients. We hypothesized that the aspirin use for primary cardiovascular disease prevention might have a protective effect on COVID-19 susceptibility and disease duration. We conducted a retrospective population-based cross-sectional study, utilizing data from the Leumit Health Services database. The proportion of patients treated with aspirin was significantly lower among the COVID-19-positive group, as compared to the COVID-19-negative group [73 (11.03%) vs. 1548 (15.77%); P = 0.001]. Aspirin use was associated with lower likelihood of COVID-19 infection, as compared to nonusers (adjusted OR 0.71 (95% CI, 0.52 to 0.99; P = 0.041). Aspirin users were older (68.06 ¬± 12.79 vs. 56.63 ¬± 12.28 years of age; P < 0.001), presented a lower BMI (28.77 ¬± 5.4 vs. 30.37 ¬± 4.55; P < 0.0189), and showed higher prevalence of hypertension (56, 76.71%), diabetes (47, 64.38%), and COPD (11, 15.07%) than the aspirin nonusers (151, 25.64%, P < 0.001; 130, 22.07%, P < 0.001; and 43, 7.3%, P = 0.023, respectively). Moreover, COVID-19 disease duration (considered as the time between the first positive and second negative COVID-19 RT-PCR test results) among aspirin users was significantly shorter, as compared to aspirin nonusers (19.8 ¬± 7.8 vs. 21.9 ¬± 7.9 P = 0.045). Among hospitalized COVID-positive patients, a higher proportion of surviving subjects were treated with aspirin (20, 19.05%), as opposed to 1 dead subject (14.29%), although this difference was not significant (P = 0.449). In conclusion, we observed an inverse association between the likelihood of COVID-19 infection, disease duration and mortality, and aspirin use for primary prevention.","Claim: No evidence aspirin is 'being attacked' because 'it's proven' to treat COVID-19
Abstract:
0. Acetylsalicylic acid (aspirin) is commonly used for primary and secondary prevention of cardiovascular diseases.
1. Aspirin use is associated with better outcomes among COVID-19 positive patients.
2. We hypothesized that the aspirin use for primary cardiovascular disease prevention might have a protective effect on COVID-19 susceptibility and disease duration.
3. We conducted a retrospective population-based cross-sectional study, utilizing data from the Leumit Health Services database.
4. The proportion of patients treated with aspirin was significantly lower among the COVID-19-positive group, as compared to the COVID-19-negative group [73 (11.03%) vs. 1548 (15.77%); P = 0.001].
5. Aspirin use was associated with lower likelihood of COVID-19 infection, as compared to nonusers (adjusted OR 0.71 (95% CI, 0.52 to 0.99; P = 0.041).
6. Aspirin users were older (68.06 ± 12.79 vs. 56.63 ± 12.28 years of age; P < 0.001), presented a lower BMI (28.77 ± 5.4 vs. 30.37 ± 4.55; P < 0.0189), and showed higher prevalence of hypertension (56, 76.71%), diabetes (47, 64.38%), and COPD (11, 15.07%) than the aspirin nonusers (151, 25.64%, P < 0.001; 130, 22.07%, P < 0.001; and 43, 7.3%, P = 0.023, respectively).
7. Moreover, COVID-19 disease duration (considered as the time between the first positive and second negative COVID-19 RT–PCR test results) among aspirin users was significantly shorter, as compared to aspirin nonusers (19.8 ± 7.8 vs. 21.9 ± 7.9 P = 0.045).
8. Among hospitalized COVID-positive patients, a higher proportion of surviving subjects were treated with aspirin (20, 19.05%), as opposed to 1 dead subject (14.29%), although this difference was not significant (P = 0.449).
9. In conclusion, we observed an inverse association between the likelihood of COVID-19 infection, disease duration and mortality, and aspirin use for primary prevention.
","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
1475,Controversial MIT study does not show that mRNA vaccines alter DNA,mRNA vaccines alter DNA,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-vaccines/fact-check-controversial-mit-study-does-not-show-that-mrna-vaccines-alter-dna-idUSL1N2PK1DC,Health,False,https://www.pnas.org/content/118/21/e2105968118,Reverse-transcribed SARS-CoV-2 RNA can integrate into the genome of cultured human cells and can be expressed in patient-derived tissues,"Prolonged detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA and recurrence of PCR-positive tests have been widely reported in patients after recovery from COVID-19, but some of these patients do not appear to shed infectious virus. We investigated the possibility that SARS-CoV-2 RNAs can be reverse-transcribed and integrated into the DNA of human cells in culture and that transcription of the integrated sequences might account for some of the positive PCR tests seen in patients. In support of this hypothesis, we found that DNA copies of SARS-CoV-2 sequences can be integrated into the genome of infected human cells. We found target site duplications flanking the viral sequences and consensus LINE1 endonuclease recognition sequences at the integration sites, consistent with a LINE1 retrotransposon-mediated, target-primed reverse transcription and retroposition mechanism. We also found, in some patient-derived tissues, evidence suggesting that a large fraction of the viral sequences is transcribed from integrated DNA copies of viral sequences, generating viral-host chimeric transcripts. The integration and transcription of viral sequences may thus contribute to the detection of viral RNA by PCR in patients after infection and clinical recovery. Because we have detected only subgenomic sequences derived mainly from the 3? end of the viral genome integrated into the DNA of the host cell, infectious virus cannot be produced from the integrated subgenomic SARS-CoV-2 sequences.","Claim: mRNA vaccines alter DNA
Abstract:
0. Prolonged detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA and recurrence of PCR-positive tests have been widely reported in patients after recovery from COVID-19, but some of these patients do not appear to shed infectious virus.
1. We investigated the possibility that SARS-CoV-2 RNAs can be reverse-transcribed and integrated into the DNA of human cells in culture and that transcription of the integrated sequences might account for some of the positive PCR tests seen in patients.
2. In support of this hypothesis, we found that DNA copies of SARS-CoV-2 sequences can be integrated into the genome of infected human cells.
3. We found target site duplications flanking the viral sequences and consensus LINE1 endonuclease recognition sequences at the integration sites, consistent with a LINE1 retrotransposon-mediated, target-primed reverse transcription and retroposition mechanism.
4. We also found, in some patient-derived tissues, evidence suggesting that a large fraction of the viral sequences is transcribed from integrated DNA copies of viral sequences, generating viral–host chimeric transcripts.
5. The integration and transcription of viral sequences may thus contribute to the detection of viral RNA by PCR in patients after infection and clinical recovery.
6. Because we have detected only subgenomic sequences derived mainly from the 3′ end of the viral genome integrated into the DNA of the host cell, infectious virus cannot be produced from the integrated subgenomic SARS-CoV-2 sequences.
","[1, 6]"
1484,No evidence graphene oxide is present in available COVID-19 vaccines via lipid nanoparticles,No evidence graphene oxide is present in available COVID-19 vaccines via lipid nanoparticles,Claim,https://www.reuters.com/news/article/factcheck-graphene-lipidvaccines/fact-check-no-evidence-graphene-oxide-is-present-in-available-covid-19-vaccines-via-lipid-nanoparticles-idUSL1N2PI2XH,Health,True,https://www.sciencedirect.com/science/article/abs/pii/S0266353819336371,Core-shell structured polyethylene glycol functionalized graphene for energy-storage polymer dielectrics: Combined mechanical and dielectric performances,"Polydispersed graphene was synthesized by grafting a thin layer of water-soluble amine functionalized polyethylene glycol monomethyl ether (PEG-NH2). PEG-NH2 functionalized graphene (PEG@rGO) was then introduced into epoxy resin via a facile solution mixing method. Fourier-transform infrared (FTIR) spectroscopy, X-ray photoelectron spectroscopy (XPS) and thermogravimetric analysis (TGA) verified that PEG was successfully grafted to the surface of graphene. The obtained PEG@rGO showed excellent dispersibility in solvents when compared to pristine graphene. As a core-shell filler, PEG@rGO filled epoxy nanocomposites displayed improved dielectric constant and reduced dielectric loss, exhibiting potential applications in energy storage capacitors. The mechanical strength and final decomposition temperature were also simultaneously increased.","Claim: No evidence graphene oxide is present in available COVID-19 vaccines via lipid nanoparticles
Abstract:
0. Polydispersed graphene was synthesized by grafting a thin layer of water-soluble amine functionalized polyethylene glycol monomethyl ether (PEG-NH2).
1. PEG-NH2 functionalized graphene (PEG@rGO) was then introduced into epoxy resin via a facile solution mixing method.
2. Fourier-transform infrared (FTIR) spectroscopy, X-ray photoelectron spectroscopy (XPS) and thermogravimetric analysis (TGA) verified that PEG was successfully grafted to the surface of graphene.
3. The obtained PEG@rGO showed excellent dispersibility in solvents when compared to pristine graphene.
4. As a “core-shell” filler, PEG@rGO filled epoxy nanocomposites displayed improved dielectric constant and reduced dielectric loss, exhibiting potential applications in energy storage capacitors.
5. The mechanical strength and final decomposition temperature were also simultaneously increased.
",[]
1486,"Overdose of fentanyl just by being in its presence is not possible, experts tell Reuters",Overdose of fentanyl just by being in its presence is possible.,Claim,https://www.reuters.com/news/article/factcheck-fentanyl-overdose/fact-check-overdose-of-fentanyl-just-by-being-in-its-presence-is-not-possible-experts-tell-reuters-idUSL1N2PI0PZ,Health,False,https://www.sciencedirect.com/science/article/abs/pii/S0955395921002061?dgcid=author,Perceived occupational risk of fentanyl exposure among law enforcement,"Although toxicologists, medical professionals, and service providers have determined that the risk of overdose from fentanyl exposure is extremely low for law enforcement and other first responders, hundreds of media and social media accounts contradict these facts, making these civil servants unnecessarily concerned about such occupational hazards. We conducted a qualitative study to explore knowledge and fear of fentanyl exposure by interviewing 23 law enforcement leaders and officers in five diverse law enforcement agencies in the United States. Nearly all leaders and officers interviewed wrongly believed that dermal exposure to fentanyl was deadly and expressed fear about such exposure on scene. Officers had a lack of education about fentanyl exposure and faulty or dubious sources of information about it. There is a substantial, pressing need for dissemination of research about the lack of overdose risk associated with dermal fentanyl exposure through channels that law enforcement trust, including through basic academy, in-service training, and law enforcement bulletins and newsletters.","Claim: Overdose of fentanyl just by being in its presence is possible.
Abstract:
0. Although toxicologists, medical professionals, and service providers have determined that the risk of overdose from fentanyl exposure is extremely low for law enforcement and other first responders, hundreds of media and social media accounts contradict these facts, making these civil servants unnecessarily concerned about such occupational hazards.
1. We conducted a qualitative study to explore knowledge and fear of fentanyl exposure by interviewing 23 law enforcement leaders and officers in five diverse law enforcement agencies in the United States.
2. Nearly all leaders and officers interviewed wrongly believed that dermal exposure to fentanyl was deadly and expressed fear about such exposure on scene.
3. Officers had a lack of education about fentanyl exposure and faulty or dubious sources of information about it.
4. There is a substantial, pressing need for dissemination of research about the lack of overdose risk associated with dermal fentanyl exposure through channels that law enforcement trust, including through basic academy, in-service training, and law enforcement bulletins and newsletters.
","[0, 2, 3, 4]"
1545,Approved vaccines are not more dangerous than COVID-19,Approved vaccines are more dangerous than COVID-19.,Claim,https://www.reuters.com/news/article/factcheck-vaccines-safe/fact-check-approved-vaccines-are-not-more-dangerous-than-covid-19-idUSL1N2P51T3,Health,False,https://journals.asm.org/doi/10.1128/jvi.00543-20?permanently=true&,Isolation and Full-Length Genome Characterization of SARS-CoV-2 from COVID-19 Cases in Northern Italy,"In December 2019, the novel coronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in the city of Wuhan in Hubei province, People's Republic of China, as the etiologic agent of coronavirus disease 2019 (COVID-19), which has hence spread worldwide causing a global pandemic (1-3). The epidemic has been growing exponentially in Italy for the last month, affecting over 60,000 individuals so far and with a heavy mortality burden. Italy is only anticipating what will be the trend in the whole of Europe and elsewhere. At the beginning of March 2020, the first nasopharyngeal swabs positive for SARS-CoV-2 started to be detected in the Northern Eastern Region of Friuli-Venezia Giulia. These identifications followed the expansion of the two clusters in Lombardy and Veneto that emerged in the previous weeks in northern Italy (4). Swab contents were seeded on Vero E6 cells and monitored for cytopathic effect and by an RT-PCR protocol using primers for the N region (5). Cell culture supernatants from passage 1 (P1) of four isolates were collected, and RNA was extracted with QIAamp viral RNA minikit (Qiagen) and quantified with an in vitro-transcribed RNA standard (S. Rajasekharan and A. Marcello, unpublished data). The quantity and quality of the RNA were assessed using Qubit 2.0 fluorometer (Thermo Fisher Scientific) and Agilent 2100 Bioanalyzer (Agilent Technologies). For each sample, 100?ng of total RNA was processed using Zymo-Seq RiboFree ribosomal depletion library preparation kit (Zymo Research).","Claim: Approved vaccines are more dangerous than COVID-19.
Abstract:
0. In December 2019, the novel coronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in the city of Wuhan in Hubei province, People’s Republic of China, as the etiologic agent of coronavirus disease 2019 (COVID-19), which has hence spread worldwide causing a global pandemic (1–3).
1. The epidemic has been growing exponentially in Italy for the last month, affecting over 60,000 individuals so far and with a heavy mortality burden.
2. Italy is only anticipating what will be the trend in the whole of Europe and elsewhere.
3. At the beginning of March 2020, the first nasopharyngeal swabs positive for SARS-CoV-2 started to be detected in the Northern Eastern Region of Friuli-Venezia Giulia.
4. These identifications followed the expansion of the two clusters in Lombardy and Veneto that emerged in the previous weeks in northern Italy (4).
5. Swab contents were seeded on Vero E6 cells and monitored for cytopathic effect and by an RT-PCR protocol using primers for the N region (5).
6. Cell culture supernatants from passage 1 (P1) of four isolates were collected, and RNA was extracted with QIAamp viral RNA minikit (Qiagen) and quantified with an in vitro-transcribed RNA standard (S. Rajasekharan and A. Marcello, unpublished data).
7. The quantity and quality of the RNA were assessed using Qubit 2.0 fluorometer (Thermo Fisher Scientific) and Agilent 2100 Bioanalyzer (Agilent Technologies).
8. For each sample, 100 ng of total RNA was processed using Zymo-Seq RiboFree ribosomal depletion library preparation kit (Zymo Research).
",[]
1611,COVID-19 vaccines are not a ploy to connect people to 5G,COVID-19 vaccines are a ploy to connect people to 5G.,Claim,https://www.reuters.com/news/article/factcheck-covid19vaccines-5g/fact-check-covid-19-vaccines-are-not-a-ploy-to-connect-people-to-5g-idUSL1N2OR2C1,Health,False,https://journals.asm.org/doi/10.1128/MRA.00169-20,Complete Genome Sequence of a 2019 Novel Coronavirus (SARS-CoV-2) Strain Isolated in Nepal,"A complete genome sequence was obtained for a severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) strain isolated from an oropharyngeal swab specimen of a Nepalese patient with coronavirus disease 2019 (COVID-19), who had returned to Nepal after traveling to Wuhan, China.","Claim: COVID-19 vaccines are a ploy to connect people to 5G.
Abstract:
0. A complete genome sequence was obtained for a severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) strain isolated from an oropharyngeal swab specimen of a Nepalese patient with coronavirus disease 2019 (COVID-19), who had returned to Nepal after traveling to Wuhan, China.
",[]
1676,Variants are not simply spike proteins; they are versions of the same virus that differ in sequence,Variants are simply spike proteins; they are versions of the same virus that relate in sequence.,Claim,https://www.reuters.com/news/article/factcheck-variants-spike-protein/fact-check-variants-are-not-simply-spike-proteins-they-are-versions-of-the-same-virus-that-differ-in-sequence-idUSL2N2OD214,Health,False,https://jamanetwork.com/journals/jama/fullarticle/2775006,Genetic Variants of SARS-CoV-2What Do They Mean?,"Over the course of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic, the clinical, scientific, and public health communities have had to respond to new viral genetic variants. Each one has triggered a flurry of media attention, a range of reactions from the scientific community, and calls from governments to either stay calm or pursue immediate countermeasures. While many scientists were initially skeptical about the significance of the D614G alteration, the emergence of the new UK variantlineage B.1.1.7has raised widespread concern. Understanding which variants are concerning, and why, requires an appreciation of virus evolution and the genomic epidemiology of SARS-CoV-2.","Claim: Variants are simply spike proteins; they are versions of the same virus that relate in sequence.
Abstract:
0. Over the course of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic, the clinical, scientific, and public health communities have had to respond to new viral genetic variants.
1. Each one has triggered a flurry of media attention, a range of reactions from the scientific community, and calls from governments to either “stay calm” or pursue immediate countermeasures.
2. While many scientists were initially skeptical about the significance of the D614G alteration, the emergence of the new “UK variant”—lineage B.1.1.7—has raised widespread concern.
3. Understanding which variants are concerning, and why, requires an appreciation of virus evolution and the genomic epidemiology of SARS-CoV-2.
","[0, 1, 3]"
